ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,LGR_Conformance,Comment,Media_IDs,Position,Audio_Start,Audio_End,graid,add_orthography,Text_ID,isnref,refind,refindFK
iar_0019,mcteop,"erau enam paa uhu a kahonam,",#	erau	enam	paa	uhu	a	kaho	-nam,#	then	1PL.EX.PRON	TAM3	colour	ART2.SG	head	-1PL.EX.PRON,then we colour our head,en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,58442,60609,##	other	pl_pro.1:a	lv	v:pred	ln	np:p	-rn_pl_pro.1:poss,,iar,∅	∅	∅	∅	∅	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅
iar_0020,mcteop,orepaa gogooravi,#	o-re=	paa	gogooravi,#	3PRON-CONSEC=	TAM3	red,so that it becomes red,en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,60609,62397,##	=pro:s	lv	v:pred,,iar,∅	∅	∅	∅,∅	∅	∅	∅,∅	∅	∅	∅
iar_0021,mcteop,"tea maa bon beera te - tenam a vaan tea maa piuvu,",#	te	=a	maa	bon	beera	te=	nam	a	vaan	te	=a	maa	piuvu,#	PREP	=ART2.SG	PLM	night	big	PREP=	1PL.EX.PRON	ART2.SG	village	PREP	=ART2.SG	PLM	piuvu.dance,"when we, the village, have our big nights, the piuvu dances",en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,62397,66954,##	adp	=ln	ln	pl_np:other	rn	=rn	rn_pl_pro.1:poss	ln	np.h:appos	adp	=ln	ln	pl_np:other,,iar,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	new,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	1017,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	1017
iar_0022,mcteop,"a hagi, amaa vahara beiko mee kahi vataviri rori teo piuvu",a	hagi	a=	maa	vahara	beiko	mee	kahi	va-taviri	rori	te	=o	piuvu,ART2.SG	dance	ART2.SG=	PLM	little.PL	child	too	TAM1	MULT-go.around	3PL.IPFV	PREP	=ART3.SG	piuvu.dance,"the dance, the children, too, would go around in the piuvu dance,",en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,66954,71158,ln	np:appos	=ln	ln	ln	pl_np.h:s	other	lv	v:pred	rv-pl_pro_h_s	adp	=ln	np:other,,iar,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅,∅	1017	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	1017,∅	1017	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	1017
iar_0023,mcteop,"bon beera tenam, enam paa uhu ee.",#	bon	beera	te=	nam	enam	paa	uhu	ee,#	night	big	PREP=	1PL.EX.PRON	1PL.EX.PRON	TAM3	colour	3SG.PRON,"(for) our big night, we colour it (our head).",en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,71158,73347,##	np:dt	rn	=rn_adp	rn_pl_pro.1:poss	pl_pro.1:a	lv	v:pred	pro:p,,iar,∅	∅	∅	∅	∅	∅	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅
iar_0024,mcteop,Erau me a - me paa tiitii,#	Erau	me=	ZERO	paa	tii-tii,#	then	and4=	3SG.ZERO	TAM3	RED-be,"And so, it was there",en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,73347,75986,##	other	=other	0.h:s	lv	v:pred,,iar,∅	∅	∅	∅	∅	∅,∅	∅	∅	1006	∅	∅,∅	∅	∅	1006	∅	∅
iar_0025,mcteop,mea peha moon paa uhu ni bono si hum one o tagu,#	me=	a	peha	moon	paa	uhu	ni	bono	si	hum	one	o	tagu,#	and4=	ART2.SG	INDEF.A	woman	TAM3	colour	APPL	OBJ.ART3.SG	DIM	bit	clay	ART3.SG	lump,"and a woman used a little bit of clay, a lump, as dye,",en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,75986,80933,##	=other	ln	ln	np.h:a	lv	v:pred	rv	ln	ln	np:p	rn	ln	np:appos,,iar,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅,∅	∅	∅	∅	1010	∅	∅	∅	∅	∅	1006	∅	∅	1006,∅	∅	∅	∅	1010	∅	∅	∅	∅	∅	1006	∅	∅	1006
iar_0026,mcteop,me paa vaatii roho tea - teo poa teve,#	me	ZERO	paa	vaa-tii	roho	ZERO	te	=o	poa	te=	eve,#	and4	3SG.ZERO	TAM3	CAUS-be	before	4SG.ZERO	PREP	=ART3.SG	shelf	PREP=	3SG.PRON,"and stored (it) - on her shelf,",en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,80933,85608,##	other	0.h:a	lv	v:pred	other	0:p	=adp	=ln	np:g	=rn_adp	rn_pro.h:poss,,iar,∅	∅	∅	∅	∅	∅	∅	∅	∅	new	∅	∅,∅	∅	1010	∅	∅	∅	1006	∅	∅	1020	∅	1010,∅	∅	1010	∅	∅	∅	1006	∅	∅	1020	∅	1010
iar_0027,mcteop,"o hum vavaatii nahu teve,",o	hum	#	va-vaa-tii	nahu	te=	eve,ART3.SG	place	#	RED-CAUS-be	pot	PREP=	3SG.PRON,the place where she keeps her pots,en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,85608,88067,ln	np:appos	#rc_rn	vother:pred	np:p	=rn_adp	rn_pro.h:poss,,iar,∅	∅	∅	∅	new	∅	∅,∅	1020	∅	∅	1021	∅	1010,∅	1020	∅	∅	1021	∅	1010
iar_0028,mcteop,erau mepaa kokopo bona bona a nahu kasuana.,#	erau	me=	ZERO	paa	kokopo	bona	bona	nahu	kasuana,#	then	and4=	3SG.ZERO	TAM3	cover	4SG.PRON	OBJ.ART2.SG	pot	earth,then (she) covered it in a clay pot.,en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,88067,91968,##	other	=other	0.h:a	lv	v:pred	pro:p	ln	np:p2	rn,,iar,∅	∅	∅	∅	∅	∅	∅	∅	new	∅,∅	∅	∅	1010	∅	∅	1006	∅	1022	∅,∅	∅	∅	1010	∅	∅	1006	∅	1022	∅
iar_0029,mcteop,"Ei Teapu ahiki ta kakaen nahu vai ta sosopene,",#	Ei	Teapu	ahiki	ta	ka-kaen	nahu	vai	ta	sosopene,#	here	Teop.area	not.exist	NSPEC2.PL	RED-kind	pot	DEM6	NSPEC1.SG	saucepan,"Here in the Teop area, there were not these kinds of pots, the saucepans,",en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,91968,96290,##	other	np:dt	other:pred	ln	pl_np:s	rn	rn	ln	np:appos,,iar,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅
iar_0030,mcteop,"ahiki, a nahu kasuana",#	ahiki	a	nahu	kasuana,#	not.exist	ART2.SG	pot	earth,"no, there were clay pots",en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,96290,99224,##	other	ln	np:p	rn,,iar,∅	∅	∅	∅	∅,∅	∅	∅	∅	∅,∅	∅	∅	∅	∅
iar_0031,mcteop,na pakupaku roho a - a moon vaa nabunuu bono kasuana.,na	paku-paku	roho	a	moon	vaa	nabunuu	bono	kasuana,TAM2	RED-make	before	ART2.SG	woman	LNK	past	OBJ.ART3.SG	earth,made from clay by the woman of former times.,en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,99224,103682,lv	v:pred	other	ln	np.h:a	rn	rn	ln	np:p2,,iar,∅	∅	∅	∅	∅	∅	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅
iar_0032,mcteop,"O kepaa ae a nahu a beera,",#	O	kepaa	ae	a	nahu	a	beera,#	ART3.SG	clay-pot	and1	ART2.SG	pot	ART2.SG	big,"The kepaa - clay pot and the big pot,",en,WORD_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,103682,107214,##	ln	np:appos	rn	rn	rn_np	rn	rn,,iar,∅	∅	∅	∅	∅	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅
iar_0033,mcteop,"amaa meha nahu na bebeahu voen, amaa meha amaa rutaa.",a=	maa	meha	nahu	na	bebeahu	vo-en	#	a=	maa	meha	a=	maa	rutaa,ART2.SG=	PLM	other	pot	TAM2	tall	like-DEM3	#	ART2.SG=	PLM	other	ART2.SG=	PLM	small,"some pots were as tall as this, others were small.",en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,107214,110237,=ln	ln	ln	pl_np:s	lv	v:pred	other	##	=ln	ln	pl_np:s	=ln	ln	np:pred,,iar,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅
iar_0034,mcteop,Mea moon paa vaakopo bono -,#	me=	a	moon	paa	vaa-kopo	bono,#	and4=	ART2.SG	woman	TAM3	CAUS-cover	OBJ.ART3.SG,And the woman put the-,en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,110237,112430,##	=other	ln	np.h:a	lv	v:pred	ln,,iar,∅	∅	∅	∅	∅	∅	∅,∅	∅	∅	1010	∅	∅	∅,∅	∅	∅	1010	∅	∅	∅
iar_0035,mcteop,o - o tagu one vai si tavasu one vai ii,tagu	one	vai	si	ta	vasu	one	vai	ii,lump	clay	DEM6	DIM	piece	stone	clay	DEM6	DEM1,"this lump of clay, this little piece of clay,",en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,112430,115480,np:p	rn	rn	ln	np:appos	rn	rn	rn	rn,,iar,∅	∅	∅	∅	∅	∅	∅	∅	∅,1006	∅	∅	∅	1006	∅	∅	∅	∅,1006	∅	∅	∅	1006	∅	∅	∅	∅
iar_0036,mcteop,paana nahu.,paa-	n=	a	nahu,under-	3SG.POSS=	ART2.SG	pot,under a pot.,en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,115480,116962,-np:g	=rn_pro:poss	rn	rn_np:poss,,iar,∅	∅	∅	∅,∅	∅	∅	1022,∅	∅	∅	1022
iar_0037,mcteop,"Me paa umee bona,",#	Me=	ZERO	paa	umee	bona,#	and4=	3SG.ZERO	TAM3	forget	4SG.PRON,"and she forgot it,",en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,116962,119019,##	=other	0.h:a	lv	v:pred	pro:p,,iar,∅	∅	∅	∅	∅	∅,∅	∅	1010	∅	∅	1006,∅	∅	1010	∅	∅	1006
iar_0038,mcteop,"tea tabae amaa moon na vaatii miri bona maa nahu amaa berobero,",#	tea tabae	a=	maa	moon	na	vaa-tii	mi	=ri	bona	maa	nahu	a=	maa	bero-bero,#	because	ART2.SG=	PLM	woman	TAM2	CAUS-be	with	=3PL.IPFV	OBJ.ART2.SG	PLM	pot	ART2.SG=	PLM	RED-many,"because the women stored it with many pots,",en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,119019,123327,##	other	=ln	ln	pl_np.h:a	lv	v:pred	rv	=rv-pl_pro_p	ln	ln	pl_np:p	=rn	rn	rn,,iar,∅	∅	∅	∅	new	∅	∅	∅	∅	∅	∅	bridging	∅	∅	∅,∅	∅	∅	∅	1024	∅	∅	∅	∅	∅	∅	1025	∅	∅	∅,∅	∅	∅	∅	1024	∅	∅	∅	∅	∅	∅	1025	∅	∅	∅
iar_0039,mcteop,"(a)maa bebeera, amaa nahunahu guu, amaa meha nahu muu,",a	maa	be-beera	a=	maa	nahu-nahu	guu	a=	maa	meha	nahu	muu,ART2.SG	PLM	RED-big	ART2.SG=	PLM	RED-pot	pork	ART2.SG=	PLM	other	pot	taro,"big ones, pots with pork, other pots with taro,",en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,123327,127157,ln	ln	np:appos	=ln	ln	pl_np:appos	rn	=ln	ln	ln	pl_np:appos	rn,,iar,∅	∅	∅	∅	∅	bridging	∅	∅	∅	∅	bridging	∅,∅	∅	∅	∅	∅	1026	∅	∅	∅	∅	1027	∅,∅	∅	∅	∅	∅	1026	∅	∅	∅	∅	1027	∅
iar_0040,mcteop,amaa meha nahu iana amaa rutaa.,a=	maa	meha	nahu	iana	a=	maa	rutaa,ART2.SG=	PLM	other	pot	fish	ART2.SG=	PLM	little,other little pots with fish.,en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,127157,130537,=ln	ln	ln	pl_np:appos	rn	=rn	rn	rn,,iar,∅	∅	∅	bridging	∅	∅	∅	∅,∅	∅	∅	1028	∅	∅	∅	∅,∅	∅	∅	1028	∅	∅	∅	∅
iar_0041,mcteop,"Erau me paa - sa kapakapa haa bona meha nahu a beera na tiitii koa,",#	Erau	me	ZERO	sa	kapa-kapa	haa	bona	meha	nahu	a	beera	#	ZERO	na	tii-tii	koa,#	then	and4	3SG.ZERO	NEG	RED-open	NEG	OBJ.ART2.SG	other	pot	ART2.SG	big	#	ZERO	TAM2	RED-be	just,"Then (she) did not open the other pot, the big one was just staying,",en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,130537,135261,##neg	other	other	0.h:a	lv	v:pred	rv	ln	ln	np:p	rn	rn	##	0:s	lv	v:pred	rv,,iar,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅,∅	∅	∅	1010	∅	∅	∅	∅	∅	1022	∅	1022	∅	∅	∅	∅	∅,∅	∅	∅	1010	∅	∅	∅	∅	∅	1022	∅	1022	∅	∅	∅	∅	∅
iar_0042,mcteop,"o tagu one he tea tii paana, e ta vasu one.",#	o	tagu	one	he	tea	tii	paana	e	ta	vasu	one,#	ART3	lump	clay	CONSEC	COMP1	be	underneath	ART1	piece	stone	clay,"the lump of clay was staying underneath, the piece of clay.",en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,135261,139092,##	ln	np:s	rn	other	nc	v:pred	np:l	ln	np:dt_s	rn	rn,,iar,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅,∅	∅	1006	∅	∅	∅	∅	∅	∅	∅	1006	∅,∅	∅	1006	∅	∅	∅	∅	∅	∅	∅	1006	∅
iar_0043,mcteop,Me tei me tei me tei me tei mea –,#	Me	ZERO	tei	#	me	ZERO	tei	#	me	ZERO	tei	#	me	ZERO	tei,#	and4	3SG.ZERO	be	#	and4	3SG.ZERO	be	#	and4	3SG.ZERO	be	#	and4	3SG.ZERO	be,And (it) stayed and stayed and stayed and -,en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,139092,141956,##	other	0:s	v:pred	##	other	0:s	v:pred	##	other	0:s	v:pred	#	other	0:s	v:pred,,iar,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅,∅	∅	1006	∅	∅	∅	1006	∅	∅	∅	1006	∅	∅	∅	1006	∅,∅	∅	1006	∅	∅	∅	1006	∅	∅	∅	1006	∅	∅	∅	1006	∅
iar_0044,mcteop,a peha a - peho vuri,NC,NC,one - one day,en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,141956,144173,nc,,iar,∅,∅,∅
iar_0045,mcteop,"peho vuri me paa - , ""A tabae bene to karakaras?""",#	peho	vuri	me=	ZERO	paa	sue	#	A	tabae	bene	#	to	karakaras,#	one	time	and4=	3SG.ZERO	TAM3	say	#	ART2.SG	what	DEM4	#	REL	rustle,"one day (she) asked, ""what is this that rustled?""",en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,144173,147897,##	ln	np:other	=other	0.h:s_ds	lv	v:pred	##ds	ln	intrg_np:pred	rn	#rc:s	rel_pro:s	v:pred,,iar,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅,∅	∅	∅	∅	1010	∅	∅	∅	∅	∅	∅	∅	∅	∅,∅	∅	∅	∅	1010	∅	∅	∅	∅	∅	∅	∅	∅	∅
iar_0046,mcteop,to baitono bona - na baitono bona,#	ZERO	na	baitono	bona,#	3SG.ZERO	TAM2	hear	4SG.PRON,"(she) heard it - (she) heard it,",en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,147897,150381,##	0.h:a	lv	v:pred	pro:p,,iar,∅	∅	∅	∅	∅,∅	1010	∅	∅	1006,∅	1010	∅	∅	1006
iar_0047,mcteop,a taba na karakaras nana,#	a	taba	na	karakaras	nana,#	ART2	thing	TAM2	rustle	3SG.IPFV,the thing was rustling,en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,150381,152352,##	ln	np:s	lv	v:pred	rv-pro_s,,iar,∅	∅	∅	∅	∅	∅,∅	∅	1006	∅	∅	∅,∅	∅	1006	∅	∅	∅
iar_0048,mcteop,"to kokopo nana nahu,",#	to	kokopo	nana	nahu,#	REL	cover	3SG.IPFV	pot,"(that thing) that was covered in the pot,",en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,152352,154400,#rc:dt_s	rel_pro:s	v:pred	rv-pro_s	np:l,,iar,∅	∅	∅	∅	∅,∅	1006	∅	∅	1022,∅	1006	∅	∅	1022
iar_0049,mcteop,"me paa hivi,",#	me=	ZERO	paa	hivi,#	and4=	3SG.ZERO	TAM3	ask,"and (she) asked,",en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,154400,155840,##	=other	0.h:s_ds	lv	v:pred,,iar,∅	∅	∅	∅	∅,∅	∅	1010	∅	∅,∅	∅	1010	∅	∅
